2018-02-12 15:54:29+00:00,3e+21
2018-02-12 16:06:46+00:00,1.5e+21
2018-07-31 11:31:42+00:00,1.08537508011874e+24
2018-07-31 11:31:50+00:00,5.3874354929094006e+23
2018-07-31 11:32:09+00:00,3.7168892375124994e+23
2018-07-31 11:32:15+00:00,5.632239598185e+22
2018-07-31 11:32:25+00:00,4.8907533943949e+23
2018-07-31 11:32:34+00:00,1.0455954836038542e+23
2018-07-31 11:32:39+00:00,1.810217360509e+22
2018-07-31 11:32:47+00:00,5.1636336600979996e+22
2018-07-31 11:32:49+00:00,3.0088387192080002e+22
2018-07-31 11:32:51+00:00,8.19756096498e+21
2018-07-31 11:33:04+00:00,4.0438394756510265e+23
2018-07-31 11:33:07+00:00,3.051878017361e+22
2018-07-31 11:33:20+00:00,4.383243588156902e+22
2018-07-31 11:33:23+00:00,1.18743336847e+22
2018-07-31 11:33:31+00:00,9.82846013067e+21
2018-07-31 11:33:34+00:00,3.0375871e+21
2018-07-31 11:33:45+00:00,1.948496517119e+22
2018-07-31 11:34:25+00:00,4.679836607236981e+22
2018-07-31 11:34:50+00:00,7.22284042848e+21
2018-07-31 11:35:02+00:00,1.75944928446e+21
2018-07-31 11:35:18+00:00,7.2913276808e+20
2018-07-31 11:35:29+00:00,1.1645768646e+21
2018-07-31 11:35:59+00:00,2.14299834076e+21
2018-07-31 11:36:36+00:00,6.11085e+20
2018-07-31 11:38:21+00:00,1.3103238032099998e+21
2018-07-31 11:39:13+00:00,4.8550300371758003e+23
2018-07-31 11:39:26+00:00,1.06885179109487e+24
2018-07-31 11:39:40+00:00,3.339655311588001e+23
2018-07-31 11:40:13+00:00,2.9059748653612003e+23
2018-07-31 11:40:23+00:00,2.8772486277677227e+23
2018-07-31 11:41:42+00:00,1.9479443258772724e+24
2018-07-31 11:41:44+00:00,1.61380911231e+21
2018-07-31 11:42:27+00:00,4.917411620379999e+21
2018-07-31 11:42:31+00:00,7.374250948924051e+20
2018-07-31 11:42:50+00:00,1.938729580793385e+22
2018-07-31 11:42:54+00:00,4.790455356091208e+22
2018-07-31 11:44:02+00:00,7.520374743239999e+21
2018-07-31 11:49:30+00:00,9.063202567262952e+23
2018-07-31 11:49:44+00:00,3.1809088991409916e+22
2018-07-31 11:49:52+00:00,1.4107443909430037e+22
2018-07-31 11:50:28+00:00,1.02278338464e+22
2018-07-31 11:51:20+00:00,9.634787660888725e+22
2018-07-31 11:51:48+00:00,8e+20
2018-07-31 11:53:22+00:00,2.361547539652e+22
2018-07-31 11:59:05+00:00,5.581739843193e+22
2018-07-31 11:59:14+00:00,1.1932779210958006e+23
2018-07-31 11:59:43+00:00,4.6166651540582814e+22
2018-07-31 11:59:51+00:00,5.997450904553981e+21
2018-07-31 12:00:30+00:00,5e+22
2018-07-31 12:00:51+00:00,3.95370078e+22
2018-07-31 12:01:41+00:00,7.531321663819999e+22
2018-07-31 12:02:10+00:00,1.860729339384e+22
2018-07-31 12:03:30+00:00,3.07813227623e+22
2018-07-31 12:03:37+00:00,1.0188e+22
2018-07-31 12:03:59+00:00,1.874799987571e+22
2018-07-31 12:04:28+00:00,3.80163343451e+21
2018-07-31 12:04:36+00:00,1.132e+21
2018-07-31 12:05:20+00:00,3.3906362523e+21
2018-07-31 12:06:05+00:00,1.3847160079086044e+21
2018-07-31 12:06:38+00:00,1.25e+21
2018-07-31 12:07:01+00:00,1e+21
